name,kind,scope,axis,height,grids,rarity,groups,effect,trigger,note,source,status
Head in the Lion's Mouth,Skill,grid-local,cell,no,1,Epic,gamble;class,"Place adjacent to an Animal card to score triple; if that Animal is ever destroyed, this card is too.",on_score,Risk stated as a dependency rather than as a dice roll.,draft:1022,carried
National styles,Meta,global,none,no,1,-,theme;research,"French trapeze, German Icarian games, Anglo-Saxon horseback, Spanish lightness, Japanese balancing, Arab fire - the historical specialisms.",design,A ready-made way to give card families visual and mechanical identity.,draft:1023,carried
Diversity as combo,Rule,grid-local,line,no,1,-,scoring;combo,Circus managers sold the world in one tent; the game's equivalent is that variety on the board scores better than sameness.,on_score,The framing that makes the anti-flush pressure thematic rather than arbitrary. Handle the historical framing carefully.,draft:1024,carried
Troupe insularity,Meta,global,none,no,1,-,theme;narrative,Performers kept to themselves and did not mingle with the towns they played.,design,Flavour for the union-strike and consequence events.,draft:1025,carried
The Ring is Freedom,Meta,global,none,no,1,-,theme;flavor,The ring has neither beginning nor end - the line worth putting on the title screen.,menu,Flavour. It also happens to describe a grid with wrapping movement.,draft:1026,carried
Running away to the circus,Meta,global,none,no,1,-,theme;narrative,"The dream of glamour, adventure and escape that the game's fiction sells.",design,The run's implicit premise; worth one line of framing at run start.,draft:1027,carried
Injury stacks,Status,grid-local,cell,no,1,-,status;hazard,Each trigger risks an injury stack; enough stacks retire the card permanently. Sitting out a show clears one.,on_trigger,The real history of the no-net era. It makes over-triggering a card a genuine cost.,draft:1028,carried
Applause curve,FX,global,none,no,1,-,audio;score,"Applause scales with the score, with individual gasps for individual high-scoring cards.",on_after_score,The audience-as-antagonist made audible. Cheap and enormously effective.,draft:1029,carried
Military Riders,Skill,grid-local,x,no,1,Common,formation;class,"Scores extra when in a row with two or more cards of its own class, standing in formation.",on_score,"The plainest class-count card, and the tutorial for the autochess rule.",draft:1032,carried
Playing Dead,Skill,grid-local,cell,no,1,Uncommon,protection;secret,This card is skipped by every destructive effect while it is face down.,on_board_mutated,Protection that costs the card its own scoring while it hides.,draft:1033,carried
Canvas cover,Blind,global,none,no,1,-,blind;weather,Rain stops the show unless the tent is covered - a weather blind that disables scoring until a condition is met.,on_game_start,A blind with an on-switch rather than a permanent tax.,draft:1034,carried
Automaton and magnet,Skill,grid-local,x,no,1,Rare,movement;secret,Cue to pull the nearest card of a chosen suit one cell toward this one.,on_trigger,"Mechanical attraction as a targeted move, with the magnet as the honest explanation.",draft:1035,carried
Long Hair,Skill,grid-local,y,no,1,Uncommon,movement;h,Hangs from the card above it - counts as part of the stack above rather than below when a line is read.,on_score,"Iron-jaw-by-hair, and a genuinely odd geometry effect.",draft:1036,carried
Ring and stage,Meta,grid-local,grid,no,2+,-,theme;view,"A full ring at the centre and a theatre stage at the side, for combination spectacles.",design,The historical precedent for several performance spaces at once - which is the multi-grid board.,draft:1037,carried
Leaping the Horse,Skill,grid-local,x,no,1,Rare,movement;combo,"Cue to jump this card back and forth over a neighbour, scoring once per crossing, until it fails.",on_trigger,Forty crossings without stopping is the record; the card should tempt the player to push one more.,draft:1038,carried
Standing Split,Skill,grid-local,y,no,1,Rare,formation;gamble,"Scores double while it is the only card in its column, and nothing at all once it is not.",on_score,"A card that wants an empty column, which fights every other incentive.",draft:1039,carried
The Whip,Blind,global,none,no,1,-,blind;hazard,"Performers and animals are driven harder - every card triggers an extra time, and every card gains an injury stack.",on_trigger,"Upside and downside in the same clause, which is the shape every blind should have.",draft:1040,carried
Eight-Horse Platform,Skill,grid-local,x,no,1,Epic,formation;combo,Scores once per card in its row that is directly supporting it - every card below in the same column counts.,on_score,"Reads the board in two axes at once, which is the grid's signature shape.",draft:1041,carried
Catching Oranges,Skill,grid-local,x,no,1,Uncommon,combo;prop,"Cue to catch the next prop that would pass this card, scoring it instead of letting it continue.",on_trigger,Prop interception - a defensive verb in a system that had only offence.,draft:1042,carried
Juggling Variety,Skill,grid-local,y,no,1,Uncommon,suit;combo,"Scores once per distinct object type juggled in its column - fruit, bottles, glasses, hoops.",on_score,A per-column variety reward to sit beside the per-line one.,draft:1043,carried
Human Pyramid,Skill,grid-local,h,yes,1,Epic,formation;h,"Scores for a stack whose ranks strictly decrease upward, once per card in the stack.",on_score,The formation card the fourth coordinate exists for.,draft:1044,carried
Shipwreck Spectacle,Event,global,none,no,1,-,event;narrative,Grand staged productions - shipwrecks and battles - as large event nodes with their own boards.,map,"The set-piece node type, distinct from a shop or a fight.",draft:1045,carried
The Infirmary,Rule,global,none,no,1,-,status;flow,A between-shows space that clears injury and exhaustion from cards left there.,on_game_end,Amphitheatres doubled as hospitals. Gives the injury system an off-ramp.,draft:1046,carried
Hippodrama,Skill,grid-local,x,no,1,Rare,class;narrative,"Animal cards may take the leading role - while this is in play, Animal cards count as performers for every class check.",on_score,Horses treated as actors with billing. A class-wide unlock in one card.,draft:1047,carried
The Drunk Spectator,Skill,global,x,no,1,Rare,secret;creation,Enters as an ordinary basic card and reveals itself as a performer after it has scored once.,on_after_score,"The oldest gag in the ring, and a genuinely good surprise the second time you see it.",draft:1048,carried
Ordered quests,Rule,grid-local,line,no,1,-,objective;narrative,Some effects require a sequence - the next stage unlocks only when the previous one has fired.,on_trigger,The quest-shaped effect. It is also exactly how a multi-part blind objective should read.,draft:1049,carried
Costume appeal,Meta,global,none,no,1,-,theme;research,"Skin-coloured bodysuits, cross-dressed performers and dominatrix framing all sold tickets historically.",design,Historical record. Handle with care in art direction; the reference file has the caveats.,draft:1050-1053,carried
Carried Talent,Skill,grid-local,h,yes,1,Rare,formation;h,"A talent card stacked on another talent card scores extra, scaling with how many talents are beneath it.",on_score,Tricks performed atop other performers. The most direct height reward in the notes.,draft:1054,carried
Water Ring,Blind,grid-local,grid,no,1,-,blind;hazard,The floor floods - the bottom row of every grid cannot be used until a diving card is placed.,on_game_start,"A blind that removes space rather than points, and sells a specific card as its answer.",draft:1057,carried
Iron Jaw,Skill,grid-local,h,yes,1,Epic,h;protection,Supports the entire stack above it - cards above cannot be destroyed or moved while this card holds.,on_stack_cards,Holding weight between the teeth. Anchors a tall stack against hazards.,draft:1058,carried
One act at a time,Meta,global,none,no,1,-,design;pacing,Three rings at once was too noisy; a single act allowed the audience to follow performers and their careers.,design,The argument for the focused single-grid view being the default over the zoomed-out one.,draft:1059,carried
The Parade,Rule,global,none,no,1,-,flow;juice,The troupe parades through the town while the tent goes up - the show's opening animation.,on_game_start,Free spectacle over an unavoidable load.,draft:1060,carried
Why there are rings,Meta,grid-local,grid,no,2+,-,design;theme,"Extra rings existed to seat more people without putting anyone too far from an act; every seat has a nearest ring, but can still see the others.",design,The best possible justification for the multi-grid board and its two view modes.,draft:1061,carried
Stuffed titles,Meta,global,none,no,1,-,flavor;generation,Circus names were absurd accretions of claims; generate them procedurally.,menu,"Free procedural flavour, and it makes each run's troupe feel named.",draft:1062,carried
Four tents one ticket,Map,global,none,no,1,-,map;node,"A city node contains several attractions - menagerie, museum, minstrels, main ring - visited on one ticket.",map,Turns a city into a small map of its own rather than a single encounter.,draft:1063,carried
Troupe roles,Meta,global,none,no,1,-,theme;research,"Manager, advertiser, treasurer, equestrian director, band leader, lion performer, elephant man, doorkeeper, ostler, grooms, tent men.",design,A ready-made name list for Producer-class cards.,draft:1064,carried
Lion Act,Skill,grid-local,x,no,1,Rare,class;formation,"Lions form pedestals, seesaws and bicycles - scores for each distinct formation shape completed in its row.",on_score,"A card that reads shapes, which the diagonal bucket makes possible.",draft:1065,carried
Hippodrome Track,Rule,grid-local,y,no,1,-,rule;movement,A track outside the ring - a row beneath the grid that cards can race along without occupying cells.,on_board_mutated,"The Entrance is already row -1; this is its mirror at the bottom, and a natural home for props.",draft:1066,carried
