seen?,name,historical_reference,card_art,rarity,cost,effect,pseudocode,groups,why_fun,balance,scope,axis,needs_height,needs_grids,status,source
,Slapstick,The battacio of commedia dell'arte — the literal slap-stick,Two wooden slats mid-clap across a startled card's face,Common,1,Cue: swap the RANKS of this card and one adjacent card.,"class SkillSlapstick extends CardModifierSkill:
  func on_cue() -> void:  # NEEDS NEW HOOK: on_cue
    var n : CardData = cue_adjacent_target()
    var r = data.rank; data.rank = n.rank; n.rank = r  # field mutation, no board move
    game.register_combo(combo_key())",skill;Clown;movement;combo,"Cheap, tactile, always-useful pip fixing — the whack is the fix.","One swap, adjacent only; it moves numbers, never bodies.",grid-local,x,no,1,,pre-grid catalog
,The Kecak Chorus,"Kecak — a hundred interlocking voices as one orchestra, Bali, 1930s","Dozens of tiny rank-1 cards in concentric rings, arms raised, chanting",Common,1,"When any meld scores, +mult per rank-1 card currently on the board (the chorus chants for every act).","class SkillKecak extends CardModifierSkill:
  func on_score(result) -> void:
    var ones : int = count_rank_on_board(game.state, 1)
    game.add_line_score(row_of(data), KECAK_PTS * ones)
    game.register_combo(combo_key())",skill;Clown;combo;token,Makes an army of worthless 1s into an instrument — mass-commons proudly viable.,A board full of 1s is a board that melds almost nothing on its own.,grid-local,line,no,1,,pre-grid catalog
,Custard Pie,Silent-film and circus pie fights — aim is everything,A custard pie frozen an inch from a dignified face,Uncommon,2,"Cue (throw): target card's suit becomes Balls; if that completes a flush row, +mult immediately.","class SkillCustardPie extends CardModifierSkill:
  func on_cue() -> void:  # NEEDS NEW HOOK: on_cue
    var t : CardData = cue_target()
    t.suit = PipSuitBall.new()  # nominal construction, never index math
    if row_is_flush(row_of(t)): game.add_line_score(row_of(t), PIE_MULT)
    game.register_combo(combo_key())",skill;Clown;combo;prop,Suit-fixing that feels like AIMING — the splat completes the flush.,"One pie, one suit, one direction: Balls or nothing.",grid-local,x+line,no,1,,pre-grid catalog
,Tappable Clown,Adopted from the §14.5 summary list — the 3-tap randomizer,"A wind-up clown with a halo of three segmented lights, one dimmed",Uncommon,2,3 charges per show (halo shows remaining): cue to deterministically re-roll the ranks of all adjacent cards.,"class SkillTapClown extends CardModifierSkill:
  func on_game_start() -> void: game.state.charges[data] = 3
  func on_cue() -> void:  # NEEDS NEW HOOK: on_cue
    if game.state.charges[data] <= 0: return
    game.state.charges[data] -= 1
    for n : CardData in adjacent_cards(data):
      n.rank = hash_rank(game.state.game_history_trimmed, n)  # no RNG",skill;Clown;random;charges,A pocket slot machine with a visible ammo counter — the halo begs to be spent.,"Re-rolls hit EVERY neighbor, including the one that was already perfect.",global,x,no,1,,pre-grid catalog
,The Sunshine Clown,Oleg Popov — the gentle wordless clown beloved across the Cold War divide,A clown in a checked cap holding a sunbeam like a balloon string,Uncommon,2,"While spotlit: removes one debuff/status per turn from the cards directly below it. Only buffs, never gags.","class SkillSunshine extends CardModifierSkill:
  func on_next() -> void:
    for c : CardData in cards_below(data):
      if c.statuses.size() > 0:
        game.defer(func(): c.remove_status(c.statuses.front()))
        game.register_combo(combo_key())
        break  # one heal per turn",skill;Clown;status;protection,A healer in a game of hazards — the kind clown makes debuff towns humane.,"Heals downward only, one per turn; he cannot save himself.",grid-local,none,no,1,,pre-grid catalog
,Mr. Punch,Pulcinella became England's Mr. Punch — 'That's the way to do it!',"A hook-nosed puppet mid-swing, slapstick connecting with a neighbor",Uncommon,2,"Each act, gains points for every adjacent card that gets debuffed or destroyed (gleefully amoral).","class SkillPunch extends CardModifierSkill:
  func on_mod_triggered(mod) -> void:
    if mod.is_hostile and is_adjacent(mod.target, data):
      game.add_line_score(row_of(data), PUNCH_PTS)
      game.register_combo(combo_key())",skill;Clown;destruction;combo,Profiting from the neighborhood's misfortune — the audience laughs anyway.,He needs suffering adjacent to him; a healthy board starves the puppet.,grid-local,x,no,1,remapped: act/Submit timing becomes the Entrance refill. See the post-grid effects CSV for the rewritten wording.,pre-grid catalog
,The Jongleur,"Medieval jongleurs — jugglers, tumblers, singers, news-carriers, all at once","A patched figure juggling a lute, three balls, and a rumor",Uncommon,2,Counts as EVERY class for group effects — but all its class bonuses apply at half value.,"class SkillJongleur extends CardModifierSkill:
  func extra_class_tag() -> StringName: return &'*'  # wildcard tag
  func class_bonus_scale() -> float: return 0.5  # leaders read this scale",skill;Clown;combo,The universal splash card — every leader smiles at him a little.,Master of none is the printed text: half-rate everywhere.,grid-local,none,no,1,,pre-grid catalog
,The One-Man Band,"Cymbals between the knees, harmonica in the rack — everything at once, none of it well","A figure buried in instruments, one drumstick raised hopefully",Uncommon,2,Counts as THREE classes of your choice (chosen at acquisition) at one-third effect each.,"class SkillOneManBand extends CardModifierSkill:
  var tags : Array[StringName] = []  # picked at acquisition, saved on card
  func extra_class_tags() -> Array[StringName]: return tags
  func class_bonus_scale() -> float: return 0.334",skill;Clown;combo,The affectionate anti-specialist — configure your own bad orchestra.,"Three thirds never equal one whole; he pads counts, not power.",grid-local,none,no,1,,pre-grid catalog
,The Comedic Drop,W.C. Fields — the fake fumble got bigger laughs than the trick,"A juggler watching a dropped club bounce, grin spreading",Uncommon,2,Cue: deliberately discard (drop) this card mid-show for a bonus LARGER than scoring it would have paid.,"class SkillComedicDrop extends CardModifierSkill:
  func on_cue() -> void:  # NEEDS NEW HOOK: on_cue
    game.defer(func():
      game.add_line_score(row_of(data), 1.5 * base_points(data))
      game.discard_card(data)
      game.register_combo(combo_key()))",skill;Clown;discard;gamble,Failure as a scored act — dropping the ball ON PURPOSE is the punchline.,It pays once and leaves; the meld it abandoned scores without it.,global,deck,no,1,,pre-grid catalog
,Pierrot,The whitefaced moon-mad lover of French pantomime,A white figure gazing up at a moon that is a pale card,Uncommon,2,Buffs at 'night': +mult on alternating shows (odd-numbered shows of the tour); pines uselessly otherwise.,"class SkillPierrot extends CardModifierSkill:
  func on_score(result) -> void:
    if run_state().shows_played % 2 == 1:
      game.add_line_score(row_of(data), MOON_PTS)
      game.register_combo(combo_key())",skill;Clown;Dancer;gamble,A rhythm the route planner can dance around — schedule your big towns by moonlight.,Half your tour he is scenery.,grid-local,none,no,1,,pre-grid catalog
,Pagliacci,Vesti la giubba — the clown must perform while his heart breaks,"A clown at a mirror, painted smile, real tears",Uncommon,2,The show must go on: +mult while this card carries any debuff or negative status.,"class SkillPagliacci extends CardModifierSkill:
  func on_score(result) -> void:
    if has_negative_status(data):
      game.add_line_score(row_of(data), SORROW_MULT)
      game.register_combo(combo_key())",skill;Clown;status;gamble,Debuffs become fuel — the hazard town just handed you your best act.,You must keep him hurt to keep him great; healing him nerfs him.,grid-local,none,no,1,,pre-grid catalog
,Fool's License,The court jester's license — the one voice permitted to mock the king,A jester bowing to a throne while pickpocketing the crown,Rare,3,While spotlit: choose ONE rule card in the rules deck; its effect is ignored (the fool mocks the law).,"class SkillFoolsLicense extends CardModifierSkill:
  var mocked : CardData  # chosen rule card
  func on_active() -> void: game.state.suppressed_rules.append(mocked)
  func on_deactive() -> void: game.state.suppressed_rules.erase(mocked)
  # run_all_mods skips implementers whose card is in suppressed_rules",skill;Clown;rule;secret,The cleanest possible use of the rule-deck architecture — one card that laughs at one law.,"Cover the fool and the law returns instantly, mid-act if it must.",global,deck,no,1,,pre-grid catalog
,The Vidushaka,"Chakyar koothu — Kerala's temple jester, licensed to mock even kings mid-sermon",A jester whispering in the ear of a statue of the town's founder,Rare,3,Once per tour: reduce the current show's declared goal (or Booking target) by 20% — the fool talks the crowd down.,"class SkillVidushaka extends CardModifierSkill:
  func on_cue() -> void:  # NEEDS NEW HOOK: on_cue
    if run_state().vidushaka_used: return
    run_state().vidushaka_used = true
    game.state.goal = game.state.goal.multiplied(0.8)  # BigNumber op
    game.register_combo(combo_key())",skill;Clown;economy;gamble,An escape valve for the show you overbooked — mockery as mercy.,One heckle per tour; save it wrong and the wall you hit is full height.,grid-local,none,no,1,,pre-grid catalog
,Whiteface & Auguste,"Tom Belling tripped in the Berlin ring, 1869 — the crowd jeered 'August!' and a duo was born",An elegant whiteface pointing left while a rumpled Auguste falls right,Rare,4,"Pair card: cue the Whiteface to issue an order (choose an adjacent card's cue); the Auguste executes it WRONGLY — the effect fires on a different valid target, at 150%.","class SkillWhitefaceAuguste extends CardModifierSkill:
  func on_cue() -> void:  # NEEDS NEW HOOK: on_cue
    var intended : CardData = cue_target()
    var actual : CardData = hash_pick_other(intended, game.state)  # wrong on purpose
    if actual.skill and actual.skill.has_method(&'on_cue'):
      boost_next_trigger(actual, 1.5)
      actual.skill.call(&'on_cue')",skill;Clown;random;combo,Orders executed wrong for a BETTER result — comedy as a targeting system.,"You aim, the game misfires on purpose: 150% of the wrong thing is sometimes 0.",grid-local,x,no,1,,pre-grid catalog
,The Rodeo Clown,"Rodeo bullfighters — comedy as armor, drawing the bull off fallen riders",A barrel-clad clown waving both arms at something enormous off-frame,Rare,3,"When a boss/town effect targets another of your cards, this card redirects the hit to itself (taunt, once per turn).","class SkillRodeoClown extends CardModifierSkill:
  func on_mod_triggered(mod) -> void:
    if mod.is_hostile and mod.target != data and not game.state.rodeo_used_this_turn:
      game.state.rodeo_used_this_turn = true
      mod.retarget(data)  # NEEDS NEW HOOK: hostile retarget seam
      game.register_combo(combo_key())",skill;Clown;protection,A taunt verb wearing a red nose — your glass engine finally has a bodyguard.,He eats every hit he steals; clowns are not durable.,grid-local,none,no,1,,pre-grid catalog
,Grock's Instrument,Grock — musical virtuosity forever defeated by furniture,"A tiny violin on a huge piano lid, both slightly too far away",Rare,3,"This card refuses to score: each act it WOULD score, it instead hops one column away and banks the points. When finally cornered (no legal hop), it scores everything banked at once.","class SkillGrock extends CardModifierSkill:
  func on_score(result) -> void:
    var dest : int = legal_hop(data)
    if dest != -1:
      game.state.grock_bank[data] += base_points(data)
      game.defer(func(): Board.move_stack(game.state, data, Board.ColumnEnd.new(1, dest)))
    else:
      game.add_line_score(row_of(data), game.state.grock_bank.get(data, 0))
      game.register_combo(combo_key())",skill;Clown;movement;gamble,A running gag with compound interest — you spend three turns herding the punchline.,The bank pays only if you CATCH him; an open board is an endless chase.,grid-local,h+y,yes,1,remapped: act/Submit timing becomes the Entrance refill. See the post-grid effects CSV for the rewritten wording.,pre-grid catalog
